firm,title,location,geo,daysAgo,effectiveDate,dateSource,datePosted,firstSeen,ats,url
AECOM,Maintenance of Traffic (MOT) Engineers and Designers,"Tampa, FL, us",us,12,2026-06-18,posted,2026-06-18T17:33:34.605Z,2026-06-30,smartrecruiters,https://jobs.smartrecruiters.com/AECOM2/https://api.smartrecruiters.com/v1/companies/AECOM2/postings/744000132919122
AECOM,Maintenance of Traffic (MOT) Engineers and Designers,"Greenville, SC, us",us,12,2026-06-18,posted,2026-06-18T17:33:03.488Z,2026-06-30,smartrecruiters,https://jobs.smartrecruiters.com/AECOM2/https://api.smartrecruiters.com/v1/companies/AECOM2/postings/744000132918806
AECOM,Maintenance of Traffic (MOT) Engineers and Designers,"Charleston, SC, us",us,12,2026-06-18,posted,2026-06-18T17:32:37.374Z,2026-06-30,smartrecruiters,https://jobs.smartrecruiters.com/AECOM2/https://api.smartrecruiters.com/v1/companies/AECOM2/postings/744000132920582
AECOM,Maintenance of Traffic (MOT) Engineers and Designers,"Raleigh, NC, us",us,12,2026-06-18,posted,2026-06-18T17:32:11.587Z,2026-06-30,smartrecruiters,https://jobs.smartrecruiters.com/AECOM2/https://api.smartrecruiters.com/v1/companies/AECOM2/postings/744000132920699
AECOM,Maintenance of Traffic (MOT) Engineers and Designers,"Charlotte, NC, us",us,12,2026-06-18,posted,2026-06-18T17:31:39.510Z,2026-06-30,smartrecruiters,https://jobs.smartrecruiters.com/AECOM2/https://api.smartrecruiters.com/v1/companies/AECOM2/postings/744000132920221
AECOM,Maintenance of Traffic (MOT) Engineers and Designers,"Columbia, SC, us",us,12,2026-06-18,posted,2026-06-18T17:31:13.827Z,2026-06-30,smartrecruiters,https://jobs.smartrecruiters.com/AECOM2/https://api.smartrecruiters.com/v1/companies/AECOM2/postings/744000132920261
AECOM,Maintenance of Traffic (MOT) Engineers and Designers,"Birmingham, AL, us",us,12,2026-06-18,posted,2026-06-18T17:30:45.435Z,2026-06-30,smartrecruiters,https://jobs.smartrecruiters.com/AECOM2/https://api.smartrecruiters.com/v1/companies/AECOM2/postings/744000132920519
AECOM,Maintenance of Traffic (MOT) Engineers and Designers,"Montgomery, AL, us",us,12,2026-06-18,posted,2026-06-18T17:30:16.093Z,2026-06-30,smartrecruiters,https://jobs.smartrecruiters.com/AECOM2/https://api.smartrecruiters.com/v1/companies/AECOM2/postings/744000132920378
AECOM,Maintenance of Traffic (MOT) Engineers and Designers,"Mobile, AL, us",us,12,2026-06-18,posted,2026-06-18T17:29:21.950Z,2026-06-30,smartrecruiters,https://jobs.smartrecruiters.com/AECOM2/https://api.smartrecruiters.com/v1/companies/AECOM2/postings/744000132919606
AECOM,Maintenance of Traffic (MOT) Engineers and Designers,"Memphis, TN, us",us,12,2026-06-18,posted,2026-06-18T17:28:30.255Z,2026-06-30,smartrecruiters,https://jobs.smartrecruiters.com/AECOM2/https://api.smartrecruiters.com/v1/companies/AECOM2/postings/744000132920169
AECOM,Maintenance of Traffic (MOT) Engineers and Designers,"Knoxville, TN, us",us,12,2026-06-18,posted,2026-06-18T17:27:55.199Z,2026-06-30,smartrecruiters,https://jobs.smartrecruiters.com/AECOM2/https://api.smartrecruiters.com/v1/companies/AECOM2/postings/744000132920050
AECOM,Maintenance of Traffic (MOT) Engineers and Designers,"Nashville, TN, us",us,12,2026-06-18,posted,2026-06-18T17:27:10.478Z,2026-06-30,smartrecruiters,https://jobs.smartrecruiters.com/AECOM2/https://api.smartrecruiters.com/v1/companies/AECOM2/postings/744000132920059
AECOM,Maintenance of Traffic (MOT) Engineers and Designers,"Atlanta, GA, us",us,12,2026-06-18,posted,2026-06-18T17:20:20.230Z,2026-06-30,smartrecruiters,https://jobs.smartrecruiters.com/AECOM2/https://api.smartrecruiters.com/v1/companies/AECOM2/postings/744000132918949
AECOM,Wet Utilities Engineers and Designers,"Greenville, SC, us",us,12,2026-06-18,posted,2026-06-18T16:19:36.445Z,2026-06-30,smartrecruiters,https://jobs.smartrecruiters.com/AECOM2/https://api.smartrecruiters.com/v1/companies/AECOM2/postings/744000132912319
AECOM,Wet Utilities Engineers and Designers,"Raleigh, NC, us",us,12,2026-06-18,posted,2026-06-18T16:18:18.115Z,2026-06-30,smartrecruiters,https://jobs.smartrecruiters.com/AECOM2/https://api.smartrecruiters.com/v1/companies/AECOM2/postings/744000132909505
AECOM,Wet Utilities Engineers and Designers,"Miami, FL, us",us,12,2026-06-18,posted,2026-06-18T16:17:47.455Z,2026-06-30,smartrecruiters,https://jobs.smartrecruiters.com/AECOM2/https://api.smartrecruiters.com/v1/companies/AECOM2/postings/744000132912109
AECOM,Wet Utilities Engineers and Designers,"Orlando, FL, us",us,12,2026-06-18,posted,2026-06-18T16:17:16.022Z,2026-06-30,smartrecruiters,https://jobs.smartrecruiters.com/AECOM2/https://api.smartrecruiters.com/v1/companies/AECOM2/postings/744000132910224
AECOM,Wet Utilities Engineers and Designers,"Tallahassee, FL, us",us,12,2026-06-18,posted,2026-06-18T16:16:43.050Z,2026-06-30,smartrecruiters,https://jobs.smartrecruiters.com/AECOM2/https://api.smartrecruiters.com/v1/companies/AECOM2/postings/744000132909401
AECOM,Wet Utilities Engineers and Designers,"Tampa, FL, us",us,12,2026-06-18,posted,2026-06-18T16:16:10.064Z,2026-06-30,smartrecruiters,https://jobs.smartrecruiters.com/AECOM2/https://api.smartrecruiters.com/v1/companies/AECOM2/postings/744000132911889
AECOM,Wet Utilities Engineers and Designers,"Charleston, SC, us",us,12,2026-06-18,posted,2026-06-18T16:15:38.485Z,2026-06-30,smartrecruiters,https://jobs.smartrecruiters.com/AECOM2/https://api.smartrecruiters.com/v1/companies/AECOM2/postings/744000132911510
AECOM,Wet Utilities Engineers and Designers,"Charlotte, NC, us",us,12,2026-06-18,posted,2026-06-18T14:59:02.600Z,2026-06-30,smartrecruiters,https://jobs.smartrecruiters.com/AECOM2/https://api.smartrecruiters.com/v1/companies/AECOM2/postings/744000132893089
AECOM,Wet Utilities Engineers and Designers,"Columbia, SC, us",us,12,2026-06-18,posted,2026-06-18T14:58:29.546Z,2026-06-30,smartrecruiters,https://jobs.smartrecruiters.com/AECOM2/https://api.smartrecruiters.com/v1/companies/AECOM2/postings/744000132892999
AECOM,Wet Utilities Engineers and Designers,"Birmingham, AL, us",us,12,2026-06-18,posted,2026-06-18T14:58:02.136Z,2026-06-30,smartrecruiters,https://jobs.smartrecruiters.com/AECOM2/https://api.smartrecruiters.com/v1/companies/AECOM2/postings/744000132892800
AECOM,Wet Utilities Engineers and Designers,"Montgomery, AL, us",us,12,2026-06-18,posted,2026-06-18T14:57:31.411Z,2026-06-30,smartrecruiters,https://jobs.smartrecruiters.com/AECOM2/https://api.smartrecruiters.com/v1/companies/AECOM2/postings/744000132891154
AECOM,Wet Utilities Engineers and Designers,"Mobile, AL, us",us,12,2026-06-18,posted,2026-06-18T14:57:02.805Z,2026-06-30,smartrecruiters,https://jobs.smartrecruiters.com/AECOM2/https://api.smartrecruiters.com/v1/companies/AECOM2/postings/744000132892479
AECOM,Wet Utilities Engineers and Designers,"Memphis, TN, us",us,12,2026-06-18,posted,2026-06-18T14:56:32.137Z,2026-06-30,smartrecruiters,https://jobs.smartrecruiters.com/AECOM2/https://api.smartrecruiters.com/v1/companies/AECOM2/postings/744000132891896
AECOM,Wet Utilities Engineers and Designers,"Knoxville, TN, us",us,12,2026-06-18,posted,2026-06-18T14:55:57.195Z,2026-06-30,smartrecruiters,https://jobs.smartrecruiters.com/AECOM2/https://api.smartrecruiters.com/v1/companies/AECOM2/postings/744000132892129
AECOM,Wet Utilities Engineers and Designers,"Nashville, TN, us",us,12,2026-06-18,posted,2026-06-18T14:55:31.445Z,2026-06-30,smartrecruiters,https://jobs.smartrecruiters.com/AECOM2/https://api.smartrecruiters.com/v1/companies/AECOM2/postings/744000132891062
AECOM,Wet Utilities Engineers and Designers,"Atlanta, GA, us",us,12,2026-06-18,posted,2026-06-18T14:54:54.504Z,2026-06-30,smartrecruiters,https://jobs.smartrecruiters.com/AECOM2/https://api.smartrecruiters.com/v1/companies/AECOM2/postings/744000132891539
AECOM,Graduate Architectural Assistant - Part 1 / Sandwich Placement Year (Manchester),"Manchester, England, gb",foreign,12,2026-06-18,posted,2026-06-18T08:09:32.969Z,2026-06-30,smartrecruiters,https://jobs.smartrecruiters.com/AECOM2/https://api.smartrecruiters.com/v1/companies/AECOM2/postings/744000132801970
AECOM,Senior Designer - Plant 3D I&C (Water -STP/Desalination),"Mumbai, TIMES SQUARE, in",foreign,12,2026-06-18,posted,2026-06-18T06:07:51.342Z,2026-06-30,smartrecruiters,https://jobs.smartrecruiters.com/AECOM2/https://api.smartrecruiters.com/v1/companies/AECOM2/postings/744000132780539
STV Group,Bentley BIM Manager,"Empire State Building, New York, New York",us,12,2026-06-18,posted,Posted 12 Days Ago,2026-06-30,workday,https://stvinc.wd5.myworkdayjobs.com/job/Empire-State-Building-New-York-New-York/Bentley-BIM-Manager_JR5784
KPF (Kohn Pedersen Fox),Architectural Intern,New York,us,12,2026-06-18,posted,Posted 12 Days Ago,2026-06-30,workday,https://kpf.wd5.myworkdayjobs.com/job/New-York/Architectural-Intern_JR202600079
WSP USA,Electrical BIM Modeler,"Vancouver, BC, Canada",foreign,12,2026-06-18,posted,2026-06-18,2026-06-30,oracle-cloud,https://emit.fa.ca3.oraclecloud.com/hcmUI/CandidateExperience/en/sites/CX_2001/job/83123
WSP USA,BIM Technician - Structures,"Bengaluru, Karnataka, India",foreign,12,2026-06-18,posted,2026-06-18,2026-06-30,oracle-cloud,https://emit.fa.ca3.oraclecloud.com/hcmUI/CandidateExperience/en/sites/CX_2001/job/89184
WSP USA,Structural BIM Modeler,"Midrand, Gauteng, South Africa",foreign,12,2026-06-18,posted,2026-06-18,2026-06-30,oracle-cloud,https://emit.fa.ca3.oraclecloud.com/hcmUI/CandidateExperience/en/sites/CX_2001/job/89296
WSP USA,BIM Technician - Rail,"Bengaluru, Karnataka, India",foreign,12,2026-06-18,posted,2026-06-18,2026-06-30,oracle-cloud,https://emit.fa.ca3.oraclecloud.com/hcmUI/CandidateExperience/en/sites/CX_2001/job/89318
Gensler,Architect,"Atlanta, GA, US",us,13,2026-06-17,posted,Posted 13 Days Ago,2026-06-30,workday,https://gensler.wd1.myworkdayjobs.com/job/Atlanta-GA-US/Architect_R-17904
Gensler,Architect - Senior,"Dallas, TX, US",us,13,2026-06-17,posted,Posted 13 Days Ago,2026-06-30,workday,https://gensler.wd1.myworkdayjobs.com/job/Dallas-TX-US/Architect---Senior_R-17881-1
Stantec,Process Mechanical BIM Technologist- Water,"Toronto, ON, Canada",foreign,13,2026-06-17,posted,2026-06-17,2026-06-30,oracle-cloud,https://hdhl.fa.us6.oraclecloud.com/hcmUI/CandidateExperience/en/sites/CX_1/job/1005966
AECOM,Architectural Project Manager,"San Jose, CA, us",us,13,2026-06-17,posted,2026-06-17T17:39:08.179Z,2026-06-30,smartrecruiters,https://jobs.smartrecruiters.com/AECOM2/https://api.smartrecruiters.com/v1/companies/AECOM2/postings/744000132698598
AECOM,Architectural Project Manager,"Sacramento, CA, us",us,13,2026-06-17,posted,2026-06-17T17:38:31.584Z,2026-06-30,smartrecruiters,https://jobs.smartrecruiters.com/AECOM2/https://api.smartrecruiters.com/v1/companies/AECOM2/postings/744000132698529
AECOM,Architectural Project Manager,"Los Angeles, CA, us",us,13,2026-06-17,posted,2026-06-17T17:38:00.731Z,2026-06-30,smartrecruiters,https://jobs.smartrecruiters.com/AECOM2/https://api.smartrecruiters.com/v1/companies/AECOM2/postings/744000132698419
AECOM,Architectural Project Manager,"Oakland, CA, us",us,13,2026-06-17,posted,2026-06-17T17:37:19.697Z,2026-06-30,smartrecruiters,https://jobs.smartrecruiters.com/AECOM2/https://api.smartrecruiters.com/v1/companies/AECOM2/postings/744000132698249
AECOM,Senior Project Manager-Federal Architectural Projects,"Las Vegas, NV, us",us,13,2026-06-17,posted,2026-06-17T16:42:01.952Z,2026-06-30,smartrecruiters,https://jobs.smartrecruiters.com/AECOM2/https://api.smartrecruiters.com/v1/companies/AECOM2/postings/744000132688734
AECOM,Senior Project Manager-Federal Architectural Projects,"San Diego, CA, us",us,13,2026-06-17,posted,2026-06-17T16:40:41.395Z,2026-06-30,smartrecruiters,https://jobs.smartrecruiters.com/AECOM2/https://api.smartrecruiters.com/v1/companies/AECOM2/postings/744000132688609
AECOM,Senior Project Manager-Federal Architectural Projects,"Los Angeles, CA, us",us,13,2026-06-17,posted,2026-06-17T16:39:54.737Z,2026-06-30,smartrecruiters,https://jobs.smartrecruiters.com/AECOM2/https://api.smartrecruiters.com/v1/companies/AECOM2/postings/744000132686427
AECOM,Senior Project Manager-Federal Architectural Projects,"Orange, CA, us",us,13,2026-06-17,posted,2026-06-17T16:39:04.306Z,2026-06-30,smartrecruiters,https://jobs.smartrecruiters.com/AECOM2/https://api.smartrecruiters.com/v1/companies/AECOM2/postings/744000132687904
AECOM,Senior Project Manager-Federal Architectural Projects,"Phoenix, AZ, us",us,13,2026-06-17,posted,2026-06-17T16:38:12.751Z,2026-06-30,smartrecruiters,https://jobs.smartrecruiters.com/AECOM2/https://api.smartrecruiters.com/v1/companies/AECOM2/postings/744000132687120
AECOM,Senior Designer - Mechanical (Underground Hard Rock Mining),"Centurion, GP, za",foreign,13,2026-06-17,posted,2026-06-17T16:18:36.447Z,2026-06-30,smartrecruiters,https://jobs.smartrecruiters.com/AECOM2/https://api.smartrecruiters.com/v1/companies/AECOM2/postings/744000132683385
AECOM,Senior Landscape Architect,"London, gb",foreign,13,2026-06-17,posted,2026-06-17T07:45:15.400Z,2026-06-30,smartrecruiters,https://jobs.smartrecruiters.com/AECOM2/https://api.smartrecruiters.com/v1/companies/AECOM2/postings/744000132574994
AECOM,Landscape Designer,"Changsha-20/F Parklane Plaza, Hunan, cn",foreign,13,2026-06-17,posted,2026-06-17T00:47:30.203Z,2026-06-30,smartrecruiters,https://jobs.smartrecruiters.com/AECOM2/https://api.smartrecruiters.com/v1/companies/AECOM2/postings/744000132520519
STV Group,Senior Transit Architect,"Empire State Building, New York, New York",us,13,2026-06-17,posted,Posted 13 Days Ago,2026-06-30,workday,https://stvinc.wd5.myworkdayjobs.com/job/Empire-State-Building-New-York-New-York/Senior-Transit-Architect_JR5786
STV Group,Structural Design Revit Engineering Specialist,2 Locations,unknown,13,2026-06-17,posted,Posted 13 Days Ago,2026-06-30,workday,https://stvinc.wd5.myworkdayjobs.com/job/Philadelphia-Pennsylvania/Structural-Design-Revit-Engineering-Specialist_JR5663
WSP USA,BIM-samordnare,"Malmo, Skane, Sweden",foreign,13,2026-06-17,posted,2026-06-17,2026-06-30,oracle-cloud,https://emit.fa.ca3.oraclecloud.com/hcmUI/CandidateExperience/en/sites/CX_2001/job/SER_WSPSE390704
WSP USA,BIM Technician - Rail Infra (IT),"Bengaluru, Karnataka, India",foreign,13,2026-06-17,posted,2026-06-17,2026-06-30,oracle-cloud,https://emit.fa.ca3.oraclecloud.com/hcmUI/CandidateExperience/en/sites/CX_2001/job/89096
WSP USA,Part Time Project Architectural Historian,"Washington, DC, United States",us,13,2026-06-17,posted,2026-06-17,2026-06-30,oracle-cloud,https://emit.fa.ca3.oraclecloud.com/hcmUI/CandidateExperience/en/sites/CX_2001/job/89352
Gensler,Project Architect - Critical Facilities - Senior,"Chicago, IL, US",us,14,2026-06-16,posted,Posted 14 Days Ago,2026-06-30,workday,https://gensler.wd1.myworkdayjobs.com/job/Chicago-IL-US/Project-Architect---Critical-Facilities---Senior_R-15950
Gensler,Project Architect - Senior,"Columbus, OH, US",us,14,2026-06-16,posted,Posted 14 Days Ago,2026-06-30,workday,https://gensler.wd1.myworkdayjobs.com/job/Columbus-OH-US/Project-Architect---Critical-Facilities---Senior_R-17312
Gensler,Urban Designer – Senior,"Washington, DC, US",us,14,2026-06-16,posted,Posted 14 Days Ago,2026-06-30,workday,https://gensler.wd1.myworkdayjobs.com/job/Washington-DC-US/Urban-Designer---Senior_R-17899-1
Gensler,Architect - Critical Facilities - Mid level,"Dallas, TX, US",us,14,2026-06-16,posted,Posted 14 Days Ago,2026-06-30,workday,https://gensler.wd1.myworkdayjobs.com/job/Dallas-TX-US/Architect---Critical-Facilities---Mid-level_R-17882
Perkins & Will,Senior Project Designer,Dallas,us,14,2026-06-16,posted,2026-06-16T17:20:24.457Z,2026-06-30,ultipro,https://recruiting2.ultipro.com/PER1007PWILL/JobBoard/0ca393a4-bf82-4db6-acae-91e6a0315a4a/OpportunityDetail?opportunityId=80cfc7cc-9ce7-46c4-930c-20e56c4cd976
Perkins & Will,Designer III,Boston,us,14,2026-06-16,posted,2026-06-16T15:24:51.566Z,2026-06-30,ultipro,https://recruiting2.ultipro.com/PER1007PWILL/JobBoard/0ca393a4-bf82-4db6-acae-91e6a0315a4a/OpportunityDetail?opportunityId=84afc9f3-43f2-471b-8486-e69750d1a553
Perkins & Will,Designer II,Boston,us,14,2026-06-16,posted,2026-06-16T14:29:12.798Z,2026-06-30,ultipro,https://recruiting2.ultipro.com/PER1007PWILL/JobBoard/0ca393a4-bf82-4db6-acae-91e6a0315a4a/OpportunityDetail?opportunityId=d9fd6a30-6387-46b7-8154-975274ac1a35
Stantec,"Project Designer, ICT (Information Communications Technology)","Vancouver, BC, Canada",foreign,14,2026-06-16,posted,2026-06-16,2026-06-30,oracle-cloud,https://hdhl.fa.us6.oraclecloud.com/hcmUI/CandidateExperience/en/sites/CX_1/job/1006337
AECOM,Roadway Lighting Engineers and Designers,"Orlando, FL, us",us,14,2026-06-16,posted,2026-06-16T17:47:48.527Z,2026-06-30,smartrecruiters,https://jobs.smartrecruiters.com/AECOM2/https://api.smartrecruiters.com/v1/companies/AECOM2/postings/744000132477905
AECOM,Roadway Lighting Engineers and Designers,"Raleigh, NC, us",us,14,2026-06-16,posted,2026-06-16T17:46:01.135Z,2026-06-30,smartrecruiters,https://jobs.smartrecruiters.com/AECOM2/https://api.smartrecruiters.com/v1/companies/AECOM2/postings/744000132476262
AECOM,Revit Technician,"Inverness , gb",foreign,14,2026-06-16,posted,2026-06-16T11:23:39.061Z,2026-06-30,smartrecruiters,https://jobs.smartrecruiters.com/AECOM2/https://api.smartrecruiters.com/v1/companies/AECOM2/postings/744000132393159
AECOM,Revit Technician,"Perth, gb",foreign,14,2026-06-16,posted,2026-06-16T11:23:16.493Z,2026-06-30,smartrecruiters,https://jobs.smartrecruiters.com/AECOM2/https://api.smartrecruiters.com/v1/companies/AECOM2/postings/744000132393079
AECOM,Revit Technician,"Edinburgh, gb",foreign,14,2026-06-16,posted,2026-06-16T11:22:50.360Z,2026-06-30,smartrecruiters,https://jobs.smartrecruiters.com/AECOM2/https://api.smartrecruiters.com/v1/companies/AECOM2/postings/744000132392869
AECOM,Senior Revit Technician,"Perth, gb",foreign,14,2026-06-16,posted,2026-06-16T11:21:22.605Z,2026-06-30,smartrecruiters,https://jobs.smartrecruiters.com/AECOM2/https://api.smartrecruiters.com/v1/companies/AECOM2/postings/744000132392000
AECOM,Senior Revit Technician,"Edinburgh, gb",foreign,14,2026-06-16,posted,2026-06-16T11:20:47.601Z,2026-06-30,smartrecruiters,https://jobs.smartrecruiters.com/AECOM2/https://api.smartrecruiters.com/v1/companies/AECOM2/postings/744000132392465
AECOM,Senior Revit Technician,"Inverness , gb",foreign,14,2026-06-16,posted,2026-06-16T11:20:24.878Z,2026-06-30,smartrecruiters,https://jobs.smartrecruiters.com/AECOM2/https://api.smartrecruiters.com/v1/companies/AECOM2/postings/744000132392469
AECOM,Senior Revit Technician,"Glasgow, gb",foreign,14,2026-06-16,posted,2026-06-16T11:19:47.827Z,2026-06-30,smartrecruiters,https://jobs.smartrecruiters.com/AECOM2/https://api.smartrecruiters.com/v1/companies/AECOM2/postings/744000132392269
AECOM,Revit Technician,"Glasgow, gb",foreign,14,2026-06-16,posted,2026-06-16T11:15:29.824Z,2026-06-30,smartrecruiters,https://jobs.smartrecruiters.com/AECOM2/https://api.smartrecruiters.com/v1/companies/AECOM2/postings/744000132391539
AECOM,Architect,"Shanghai, cn",foreign,14,2026-06-16,posted,2026-06-16T06:33:32.441Z,2026-06-30,smartrecruiters,https://jobs.smartrecruiters.com/AECOM2/https://api.smartrecruiters.com/v1/companies/AECOM2/postings/744000132338610
AECOM,Assistant Architect,"Shanghai, cn",foreign,14,2026-06-16,posted,2026-06-16T06:30:36.617Z,2026-06-30,smartrecruiters,https://jobs.smartrecruiters.com/AECOM2/https://api.smartrecruiters.com/v1/companies/AECOM2/postings/744000132338829
AECOM,Lead Designer - BIM PHE,"Gurugram, HARYANA, in",foreign,14,2026-06-16,posted,2026-06-16T06:16:51.044Z,2026-06-30,smartrecruiters,https://jobs.smartrecruiters.com/AECOM2/https://api.smartrecruiters.com/v1/companies/AECOM2/postings/744000132337549
HNTB,Transit Architecture Business Development Director,2 Locations,unknown,14,2026-06-16,posted,Posted 14 Days Ago,2026-06-30,workday,https://hntb.wd5.myworkdayjobs.com/job/New-York-NY/Business-Development-Director_R-30486-1
STV Group,"Senior Project Manager - Aviation (Architecture, Construction)",11 Locations,unknown,14,2026-06-16,posted,Posted 14 Days Ago,2026-06-30,workday,https://stvinc.wd5.myworkdayjobs.com/job/West-Monroe-Street-Chicago-Illinois/Senior-Project-Manager---Aviation--Architecture--Construction-_JR3474
STV Group,Senior Project Manager-Architecture,"Empire State Building, New York, New York",us,14,2026-06-16,posted,Posted 14 Days Ago,2026-06-30,workday,https://stvinc.wd5.myworkdayjobs.com/job/Empire-State-Building-New-York-New-York/Senior-Project-Manager-Architecture_JR5788
KPF (Kohn Pedersen Fox),Senior Technical Designer,New York,us,14,2026-06-16,posted,Posted 14 Days Ago,2026-06-30,workday,https://kpf.wd5.myworkdayjobs.com/job/New-York/Senior-Technical-Designer_JR202600081
KPF (Kohn Pedersen Fox),Senior Designer,New York,us,14,2026-06-16,posted,Posted 14 Days Ago,2026-06-30,workday,https://kpf.wd5.myworkdayjobs.com/job/New-York/Senior-Designer_JR202600015
